Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
1-12-2023 16:27:35,17 / 30,54,Vrouw,Universitair (Bachelor/Master/PhD),Journalistiek communicatie  fotografie design,Nee,4,2,2,"Afbeeldingen genereren (DALL-E, Midjourney)",2,16:20:00,Echt,,Nep,Lijkt getekend ,Nep,Gebouwen lijken nep,Nep,Situatie ,Nep,Scherpte diepte,Echt,,Echt,,Echt,,Echt,,Nep,Niet gebeurd ,Nep,Achtergrond ,Nep,Situatie ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Lijkt op tekening ,Echt,,Echt,,Echt,,Nep,Niet gebeurd ,Echt,,Echt,,Echt,,Nep,Niet gebeurd ,Echt,,Nep,Allemaal poetin,Nep,Kennedy ,Nep,Situatie ,16:27:00,Nee,2,4,3
1-12-2023 16:40:31,29 / 30,21,Man,Universitair (Bachelor/Master/PhD),Kunstmatige Intelligentie,Ja,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,16:30:00,Echt,,Echt,,Nep,Vreemde verhoudingen,Echt,Joe Biden,Nep,Onnatuurlijke handen,Echt,,Nep,Hij staat op de staart van het katje :(,Echt,,Nep,Onnatuurlijke texturen,Nep,Bro wat is er met Joe Biden gebeurd,Echt,,Echt,,Nep,Geen duidelijk herkenbare gezichten,Echt,,Echt,,Nep,Vervormde hoofden,Echt,,Nep,Poetins hand,Nep,De meest lange armen die ik ooit heb gezien,Echt,,Echt,,Nep,Dit is nooit gebeurd!! :0,Nep,Dit zijn geen echte mensen,Nep,De vrouw in de achtergrond is samengeperst,Echt,,Echt,,Nep,Onduidelijke mensen,Nep,Letterlijk 5 poetins,Echt,,Nep,Terminator Joe Biden Terminator Joe Biden,16:39:00,Nee,3,4,10
1-12-2023 17:21:14,23 / 30,51,Vrouw,Universitair (Bachelor/Master/PhD),Communicatie en marketing,Gedeeltelijk,3,3,1,Niet van toepassing,2,16:56:00,Echt,,Echt,,Nep,De schaduwen van de kinderen matcht niet met de schaduw van de tank,Nep,"Het lijkt natuurlijk, maar kan me niet voorstellen dat dit echt is gebeurd. ",Nep,Iets lijkt onnatuurlijk qua lichtval en in de gezichten. ,Nep,De arm die het handtasje draagt steekt vreemd uit achter de hoofdpersoon ,Nep,De handen achter de kat. Lijkt alsof kat er later is ingeshopt. ,Echt,,Nep,"Overgangen tussen huizen en weg zijn niet vloeiend, doet denken aan een collage. ",Nep,Barack Obama’s gezicht lijkt van klei. ,Nep,Sommige vlaggen lijken er later aan te zijn toegevoegd. ,Echt,,Nep,De kleur rood is onnatuurlijk. ,Nep,Mensen op de auto klopt niet met de rest,Echt,,Nep,Mensen zijn gemerged in de menigte. Blurry delen in de foto. ,Echt,,Nep,Poetin lijkt een wassen beeld. ,Nep,Lichamen van mensen vooraan kloppen niet. ,Echt,,Nep,Voorgrond klopt niet met menigte verderop. ,Nep,Cartoons,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Allemaal klonen van Poetin,Echt,,Nep,Schaduw en licht. Is te plastisch in het gezicht en bij de handen. ,17:20:00,Ja,3,4,6
1-12-2023 17:37:55,25 / 30,18,Man,Universitair (Bachelor/Master/PhD),psychobiologie,je kan een minor kunstmatige intelligentie volgen,3,3,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,17:27:00,Echt,,Echt,,Nep,het licht lijtk niet te kloppen,Echt,,Nep,de handen zitten in de stof en de machine,Echt,,Echt,,Echt,,Echt,,Echt,hun hoofden zien er raar uit als plastic ofzo,Echt,,Echt,,Nep,"gek licht, je kan niet echt mensen onderscheiden",Echt,,Echt,,Nep,de reflectie op de ramen en links is een kaal persoon met een groot hoofd en een grote zonnebril,Echt,,Nep,poetin heeft 6 vingers,Echt,,Echt,,Echt,,Nep,het licht klopt niet en de huid van wilders heeft te weinig detail,Echt,,Nep,het licht voelt onnantuurlijk,Echt,,Echt,,Echt,,Nep,die generalen lijken op putin,Echt,,Nep,te gladde huid,17:37:00,Ja,3,2,9
1-12-2023 17:39:36,21 / 30,53,Man,HBO,Maritieme techniek ,Nee,1,1,1,Niet van toepassing,2,17:15:00,Echt,,Nep,Te veel copy paste in de verte,Nep,,Nep,Onwaarschijnlijk ,Echt,,Echt,,Echt,,Echt,,Nep,Te vaag in de verte,Nep,Lijkt niet op Obama ,Echt,,Echt,,Nep,Te druk,Nep,Verkeerde diepte,Echt,,Nep,Te gelijkmatige drukte,Echt,,Nep,Hoofd Poetin te gemaakt,Nep,Mensen kloppen niet,Echt,,Echt,,Nep,Wilders draagt geen kaki. Haha. Gezichten zijn te gepolijst,Echt,,Echt,,Echt,,Nep,De drie bij elkaar,Echt,,Nep,Gezicht Poetin is vreemd,Nep,Uit een film? ,Nep,Gezicht klopt niet,17:37:00,Geen idee,2,4,6
1-12-2023 17:40:25,20 / 30,60,Man,Universitair (Bachelor/Master/PhD),Architectuur ,Nee,3,3,3,Teksten genereren (ChatGPT),3,17:31:00,Echt,,Echt,,Echt,,Nep,Gevoel en verhoudingen,Echt,,Nep,Niet de juiste scherpte diepte,Echt,,Nep,Schaduw werking niet goed,Nep,Te veel ruis,Nep,Slechte rendering,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,17:36:00,Nee,3,3,8
1-12-2023 17:51:46,16 / 30,48,Man,Universitair (Bachelor/Master/PhD),Ondernemer,Ja,4,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,17:41:00,Nep,Vasthouden protestbord,Echt,,Nep,Loop tank,Nep,Verhouding met andere mensen,Echt,,Nep,Scherpte diepte,Echt,,Echt,,Echt,,Nep,Hoofden niet echt,Nep,Vlaggen ,Nep,Hand pistool,Echt,,Echt,,Echt,,Nep,Vlaggen,Nep,Scherpte midden,Nep,Nep poetin,Echt,,Echt,,Echt,,Nep,Trump,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezicht,17:51:00,Nee,3,3,6
1-12-2023 18:00:53,16 / 30,52,Vrouw,HBO,Hrm,Nee,2,1,1,Niet van toepassing,3,17:45:00,Echt,,Echt,,Nep,Onwerkelijke situatie en tanker te groot vergeleken met de rest,Nep,Verhoudingen kloppen niet tussen de personen op beeld,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten te fake,Nep,Vlaggen erbij geplaatst,Nep,Pistool erbij geplaatst,Nep,Verhoudingen kloppen niet ; bus en mensen en de demonstratie in de verte,Nep,Traktor klopt niet met omgeveing,Echt,,Echt,,Echt,,Nep,Fake hoofd,Echt,,Echt,,Nep,"Voorgrond past niet, twee fotos door elkaar",Nep,Personen / hoofden niet echt bijna getekend,Echt,,Echt,,Echt,,Nep,Denk nep omdat  deze situatie - hand op schouder en deze drie presidenten  bijelkaar onwerkelijk is. Maar aan foto bijna niet te zien. ,Echt,,Echt,,Echt,,Nep,Fake hoofd,17:59:00,Ja,4,2,9
1-12-2023 18:16:31,23 / 30,21,Man,Universitair (Bachelor/Master/PhD),Rechtsgeleerdheid,Nee,3,4,4,Teksten genereren (ChatGPT),4,18:14:00,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,18:16:00,Nee,3,4,6
1-12-2023 18:26:00,18 / 30,55,Vrouw,Universitair (Bachelor/Master/PhD),Marketing,Nee,2,2,1,"Teksten genereren (ChatGPT), informatie opzoeken (vergelijken van zaken)",2,18:17:00,Nep,het gezicht ziet er vrij 2-dimensonaal uit,Echt,,Nep,onwaarschijnlijke situatie,Nep,rare situatie,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,gezichten zijn heel fake,Echt,,Nep,kan me niet voorstellen dat Biden publiekelijk een pistool uit elkaar gaat halen,Nep,mensen massa tussen de huizen is is nogal vaag,Nep,Taliban op een tractor lijkt mij onwaarschijnlijk,Echt,,Echt,,Nep,mensen op de achtergrond zijn te groot denk ik tov mensen op de voorgrond,Nep,Putin ziet er nep uit,Nep,mensen zijn vaag ,Nep,klein kind met Russisch en groot mens met Engels bord lijkt mij rare combi,Echt,,Nep,gezichten zijn nep,Echt,,Nep,vrouw op voorgrond is veel scherper,Echt,,Nep,denk niet dat deze 3 heren ooit gezellig samen op de foto zijn gegaan,Echt,,Nep,allemaal Putin's,Echt,,Nep,fake plastic gezicht,18:25:00,Nee,3,3,5
1-12-2023 18:33:14,25 / 30,53,Vrouw,MBO,Ondernemer,Nee,1,2,1,Niet van toepassing,2,18:13:00,Echt,,Nep,Vage foto,Nep,Beeld rechts van tank klopt niet  te,Nep,Vinger klopt niet qua lengte en vorm,Nep,Denk dat de handen niet kloppen ,Echt,,Echt,,Echt,,Echt,,Nep,"Trump zou nog echt kunnen zijn, maar Obama en Biden niet ",Echt,,Echt,,Nep,Niets is scherp dus kan ook niets goed zien,Echt,,Echt,,Nep,Hele onduidelijke foto. Zie geen gezichten,Echt,,Nep,Hoofd Poetin,Nep,Mensen kloppen niet,Echt,,Echt,,Nep,Wilders hoofd,Echt,,Echt,,Echt,,Echt,,Nep,Geen duidelijke foto ,Nep,Hoofd Poetin ,Echt,,Nep,Hoofd,18:22:00,Ja,2,3,7
1-12-2023 18:44:09,22 / 30,21,Man,Universitair (Bachelor/Master/PhD),Biomedical Sciences,Nee,4,3,3,Teksten genereren (ChatGPT),3,17:27:00,Nep,De schaduwen ,Nep,te blokkerig,Echt,de kleuren voelen en de vormen voelen alsof ze in een programma gemaakt zijn,Echt,,Nep,naaimachines,Echt,,Nep,de middelste ader voelt out of place,Nep,groene muts,Nep,rode gebouwen heel klein,Nep,deze mensen kunnen niet in in 1 ruimte samen zijn,Echt,,Nep,handvat van pistool moet anders dik zijn,Nep,bomen,Nep,kleuren tractor,Echt,,Nep,gebouwen zijn te clean,Echt,,Nep,alles is te glanzend,Nep,zouden viezer moeten zijn,Echt,,Nep,borden ,Nep,zien er nep uit,Nep,schaduwen,Nep,schaduwen,Echt,,Echt,,Nep,de vloedlijn,Nep,glanzend,Echt,,Nep,glanzend,17:42:00,Ja,4,4,7
1-12-2023 18:47:38,18 / 30,52,Vrouw,HBO,Hulpverlening ,Nee,3,2,1,Niet van toepassing,2,18:36:00,Nep,,Echt,,Nep,Schaduw klopt niet ,Nep,Vinger in mond ,Echt,,Echt,,Nep,Kat ziet er te gezond uit voor een oorlogsgebied ,Echt,,Echt,,Nep,Lijkt getekend ,Echt,,Nep,Pistool in hand ,Nep,Mensen lijken nep ,Nep,Tractor ,Nep,Ontbloot  bovenlijf ,Nep,Hoeveelheid mensen ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Tekening ,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,Zelfde gezichten ,Echt,,Nep,Geen echte foto ,18:46:00,Nee,2,3,4
1-12-2023 18:51:36,18 / 30,52,Vrouw,Universitair (Bachelor/Master/PhD),Bedrijfskunde,Nee,1,2,2,Teksten genereren (ChatGPT),2,18:00:00,Echt,,Echt,,Nep,De kinderen voor een wapen volgens mij had dan de fotograaf ingegrepen ,Echt,,Echt,,Nep,Lijkt mij onwaarschijnlijk ,Echt,,Echt,,Echt,,Nep,Onrealistisch ziet er niet echt uiteindelijk ,Echt,,Nep,Ik denk niet dat hij met een pistool wil worden gezien ,Echt,,Echt,,Nep,Ziet er niet goed uit ,Nep,Te keurig,Echt,,Echt,,Echt,,Nep,Taal klopt niet ,Echt,,Nep,Nog niet gebeurd ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Iedereen lijkt op elkaar ,Echt,,Nep,,18:50:00,Ja,3,5,3
1-12-2023 19:01:25,20 / 30,18,Man,HBO,Heb tussenjaar hiervoor 1 jaar communicatie gedaan.,Nee,5,4,2,Teksten genereren (ChatGPT),4,17:55:00,Echt,,Echt,,Nep,De kinderen zien er vaag uit.,Nep,Joe Biden.,Nep,De kinderen zien er vaag uit.,Echt,,Nep,De militair ziet er nep uit.,Echt,,Echt,,Echt,Gezichten van de mannen zien er vaag uit. ,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,De personen zien er weer raar uit.,Echt,,Echt,,Echt,,Nep,Ook weer zien de gezichten van de personen er raar uit.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,Joe Biden.,18:00:00,Nee,4,2,7
1-12-2023 19:02:29,20 / 30,53,Vrouw,Universitair (Bachelor/Master/PhD),Sociologie ,Nee,1,1,1,Niet van toepassing,3,18:41:00,Echt,,Echt,,Nep,Te bedacht & in scene gezet ,Nep,Dame reageert niet op wat er met haar vinger lijkt te gebeuren en dat is niet geloofwaardig ,Echt,,Echt,,Echt,,Nep,Vanwege vage onderrug en vlek rechts in beeld,Echt,,Nep,Belichting van de gezichten is niet realistisch ,Nep,Lijkt alsof de mensenmenigte een collage is,Nep,Rechterhand op foto is onnatuurlijke houding,Nep,Te wazige mensenmassa,Echt,,Echt,,Nep,Wazige mensenmassa achterin,Echt,,Nep,Plastic Poetin,Nep,Vorm van menselijke silhouetten afwijkend,Echt,,Echt,,Nep,Plastic mannen,Echt,,Echt,,Nep,Blije gezichten matchen lastig met doel van demo,Echt,,Echt,,Nep,Plastic hoofd ,Echt,,Nep,Plastic hoofd,19:01:00,Ja,4,4,7
1-12-2023 19:03:41,28 / 30,20,Man,Universitair (Bachelor/Master/PhD),Farmaceutische Wetenschappen,Nee,4,3,1,Teksten genereren (ChatGPT),4,18:47:00,Echt,,Echt,,Nep,De blurriness van de kinderen en dit vind ik een ongeloofwaardige setting voor een fotograaf om een foto te maken,Echt,,Nep,"Vooral de blurriness, en de arm of hand van de mevrouw die in de focus staat is heel gek",Echt,,Nep,"Lol, zie zijn vingers",Nep,"Het bord van de persoon links is raar met een 6 en omgekeerde P, ziet er geprint uit (op karton), en mevrouw in het midden houd haar bord verkeerd om, geloof niet dat zo'n fout gemaakt wordt door iemand en vervolgens gefotografeerd wordt.",Nep,"De weg loopt erg raar, en de plaatsing van bepaalde ramen en deuren is een beetje whacky. Deze zijn moeilijker dan met mensen erin btw",Nep,"HAHAHAHAHAHAHA, grote twijfel bij deze afbeelding. Obama has been yassified, Biden heeft een plastic surgery gedaan en de dokter een afbeelding van Trump laten zien. Trump is nog oké",Echt,,Echt,,Nep,Het lijkt getekend,Echt,,Echt,,Nep,De huizen zijn te plat. en hier en daar zijn wat gekke gezichten,Echt,,Nep,"Rechterhand van Putin is fucked up, en het contrast in de afbeelding is te sterk",Nep,"Een persoon in de voorgrond loopt enorm raar, kan niet echt zijn",Echt,,Echt,,Nep,"Trump is te dik, en meneer Wilders lijkt er niet op. (Geertje zou ook nooit die kleur dragen naar een ontmoeting met Trumpie)",Echt,,Nep,Kleurenschema ziet er kleurrijker uit dan het hoort en de stenen zien er apart uit,Echt,,Echt,,Echt,,Nep,Putin met putin lookalikes,Echt,,Nep,"MERICAAAA. Nee sorry, de proporties van zijn gezicht zijn niet correct en erg veel contour op de afbeelding",19:03:00,Nee,4,2,9
1-12-2023 19:09:14,20 / 30,53,Vrouw,HBO,Hospitality/HR,Nee,3,2,3,Teksten genereren (ChatGPT),2,17:59:00,Echt,,Echt,,Nep,schaduwen kloppen niet helemaal,Nep,vinger in mond klopt niet helemaal,Echt,,Nep,hand/arm achter jongen,Nep,kleuren,Echt,,Nep,verhoudingen,Nep,lijkt getekend,Nep,of het  is een hele slechte foto,Nep,hoofd is geplakt op lichaam,Nep,verhoudingen kloppen nietl[]0,Echt,,Echt,,Nep,straat te breed,Nep,verhoudingen,Nep,gezicht geplakt op lichaam,Echt,,Echt,,Nep,,Nep,gezichten/lichamen gelakt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,18:08:00,Nee,1,5,6
1-12-2023 19:10:43,19 / 30,51,Vrouw,Universitair (Bachelor/Master/PhD),Psychologie ,Nee,2,1,2,Teksten genereren (ChatGPT),1,18:55:00,Echt,,Echt,,Nep,"Raar dat 3 kinderen min of meer verwachtingsvol zo'n enge tanker tegemoet treden. En midden op straat 
",Nep,"De beweging van de vrouw lijkt per ongeluk terwijl hij heel bewust, voor de grap?, op haar vinger zuigt. Het lijkt een openbare situatie met toeschouwers. Dan doe je dat niet.",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Obama ziet er heel raar uit. Raar gezicht,Nep,De vlag lijkt erin geplakt. Anders wat betreft kleuren dan de rest,Nep,Dat pochet ziet er gek uit. En hij houdt het pistool raar vast. Rare uitdrukking op gezicht.,Nep,Rare bruine identieke vlekken als hoofden,Echt,,Echt,,Nep,Vlaggetjes komen er onnatuurlijk uit,Nep,Hoe kan die jongen dat hoge dak op springen?,Nep,"Hoofden staan raar tov de lichamen. Pak van putin ziet er nep, gek uit",Nep,"De mensen zien er gek, onnatuurlijk uit",Echt,,Echt,,Nep,Rare neppe koppen,Echt,,Echt,,Echt,,Nep,Obama heeft een raar gezicht. Biden en hij kijken te vriendelijk. Trump zou nooit zo'n vriendelijk gebaar maken,Echt,,Nep,Alle mannen hebben Putins hoofd,Nep,"Of een heel oude foto, met sigaret ",Nep,Nep hoofd,19:10:00,Nee,3,3,4
1-12-2023 19:13:37,23 / 30,53,Man,HBO,ICt,Ja,4,3,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,18:03:00,Echt,,Nep,Schaduwen mensen wijken af,Nep,Schaduw tank,Nep,Hand vrouw klopt niet,Echt,,Echt,,Nep,Handen bij kat,Echt,,Echt,,Nep,Gezicht Obama en Biden nep,Nep,Kleur,Nep,Biden met geweer?,Nep,Copy van mensen,Echt,,Echt,,Nep,Teveel mensen,Echt,,Nep,Gezicht poetin,Nep,Schaduwen wijken af,Echt,Bord klopt niet,Echt,,Nep,Gezichten zijn fake,Nep,Mensen vooraan kloppen niet,Nep,Vrouw wijkt af van omgeving,Echt,,Echt,,Nep,Achtergrond klopt niet,Nep,Onnatuurlijk gezicht poetin,Echt,,Nep,Onnatuurlijk gezicht,18:12:00,Nee,3,3,7
1-12-2023 19:17:44,23 / 30,52,Man,Universitair (Bachelor/Master/PhD),Communicatie Wetenschap,Nee,3,3,2,Teksten genereren (ChatGPT),3,19:00:00,Echt,,Echt,,Nep,De schaduwen kloppen niet en niet geloofwaardig dat kinderen naar de tank toe lopen.,Nep,rare knik in wijsvinger vrouw,Echt,,Echt,,Nep,Handen lijken kat niet echt te raken en hij kijkt niet naar de kat.,Echt,,Echt,,Nep,"De hoofden zijn niet natuurgetrouw, lijken wel maskers en handen van Biden en Trump zijn onscherp.",Echt,,Echt,,Nep,Mensenmassa is er in gezet.,Echt,,Echt,,Echt,,Echt,,Nep,Poetin is geshopped.,Echt,,Echt,,Echt,,Nep,Fguren zijn allemaal nep.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Vooral figuren rechts lijken niet te kloppen.,Echt,,Nep,Hoofd klopt niet.,19:16:00,Nee,3,4,7
1-12-2023 19:57:47,21 / 30,21,Vrouw,HBO,Bio informatica,Ja,2,3,3,Teksten genereren (ChatGPT),3,7:44:00,Nep,Sommige schaduwen zijn te scherp en lijken daarom nep,Echt,,Nep,De foto is te scherp en te strak. Ik verwacht een beetje vervaging,Nep,Vrouw rechtsheeft een andere scherpheid dan man links,Nep,1 vrouw heeft alle focus en ik verwacht dat andere mensen of voorwerpen ook een stukje focus hebben ipv dat ze allemaal vervaagt zijn,Echt,,Nep,"Ik weet niet zo goed hoe ik dit moet uitleggen, maar de foto is te clean. De cat en zijn vest zien er nep uit",Echt,,Echt,,Nep,Hele gekke verlichting,Echt,,Echt,,Echt,,Nep,Teveel donker en licht contrast. Ik verwacht dat het contrast minder zou zijn,Echt,,Nep,"Het is te glad. Je verwacht een paar details te zien van structuur, zoals haren of de muren. Maar die structuur ziet er erg glad uit",Echt,,Nep,Hele gekke belichting. Lijk op een animatie,Echt,,Echt,,Echt,,Nep,"Weer hele gekke belichting, lijkt op een animatie",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gekke belichting en Poetin komt 2 keer voor,Nep,Kennedy staat op de foto en in die tijd konden ze nog niet zulke foto's maken,Nep,"Gekke belichting, lijkt op een animatie",7:57:00,Nee,4,4,7
1-12-2023 19:59:29,19 / 30,25,Man,Universitair (Bachelor/Master/PhD),sport ,Nee,2,2,2,universiteit ,3,20:53:00,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,20:58:00,Ja,3,3,7
1-12-2023 20:14:28,25 / 30,17,Vrouw,Middelbare school,Vwo,Nee,2,2,2,Teksten genereren (ChatGPT),4,20:01:00,Echt,,Echt,,Nep,De tank ,Nep,De man op de achtergrond ,Nep,De mensen,Echt,,Nep,De rechter onderkant van de afbeelding ziet er wat vaag uit,Echt,,Nep,De wegen,Nep,Obama en Biden ,Echt,,Echt,,Nep,De mensen,Nep,De auto,Echt,,Nep,"De huizen zijn erg netjes, de mensen en de vlaggen",Nep,De belichting van de foto,Nep,De mensen zien er niet echt uit,Nep,De onderkant van de foto is onscherp,Echt,,Nep,De mensen,Nep,De mensen zien er onecht uit,Echt,,Nep,De stenen,Echt,,Echt,,Echt,,Nep,De mensen ,Echt,,Nep,Biden,20:13:00,Ja,3,3,6
1-12-2023 20:43:46,18 / 30,24,Man,HBO,Engineering,Ik heb data-science als minor gevolgd ,4,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,8:30:00,Nep,contouren ,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,20:42:00,Nee,1,4,4
1-12-2023 20:59:59,27 / 30,22,Man,HBO,Cyber Security,Ja,4,4,5,"Teksten genereren (ChatGPT), Werk, analyse",4,20:47:00,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,20:59:00,Nee,4,4,7
