,score,leeftijd,geslacht,niveau,vakgebied,relatie-vakgebied,bekendheid-AI,vaardigheid-AI,regelmaat-AI,gebruik-AI,vertrouwen-Onderscheid,starttijd,foto-1,toelichting-1,foto-2,toelichting-2,foto-3,toelichting-3,foto-4,toelichting-4,foto-5,toelichting-5,foto-6,toelichting-6,foto-7,toelichting-7,foto-8,toelichting-8,foto-9,toelichting-9,foto-10,toelichting-10,foto-11,toelichting-11,foto-12,toelichting-12,foto-13,toelichting-13,foto-14,toelichting-14,foto-15,toelichting-15,foto-16,toelichting-16,foto-17,toelichting-17,foto-18,toelichting-18,foto-19,toelichting-19,foto-20,toelichting-20,foto-21,toelichting-21,foto-22,toelichting-22,foto-23,toelichting-23,foto-24,toelichting-24,foto-25,toelichting-25,foto-26,toelichting-26,foto-27,toelichting-27,foto-28,toelichting-28,foto-29,toelichting-29,foto-30,toelichting-30,eindtijd,nieuwe-kennis,invloed-survey,moeilijkheid,inschatting,startminuten,eindminuten,tijd
137,73,21,Vrouw,HBO,Biomedical engineering,Ja,4,5,5,Teksten genereren (ChatGPT),3,12:16:00,1,,1,,0,Het zachte smooth beeld achter de machine (sorry weet even niet hoe het heet),0,Te smooth beeld,1,,1,,0,Een te smooth achtergrond,1,,1,,0,"Te gedetailleerde rimpels bij biden?(gok ik, als het niet biden is zou dat het argument alleen versterken. Kan hem dan namelijk amper herkennen)",1,,1,,1,,1,,1,,0,De gebouwen lijken nep om een of ander reden. Enigzins te smooth voor Amsterdams architectuur?,1,,0,"De belichting, houding, veelste smooth en de rimpels zijn te diep. Vooral bij putin lijkt het alsof er teveel contour is in zijn gezicht.",0,Heel wazig.,1,,1,,0,"Hun haar ziet er te Zichtbare uit, te smooth, rimpels veelste diep.",1,,1,,1,,0,Ik denk alleen dat Trump niet zo vriendelijke zou zijn tegen Obama en Biden. Verder lijkt het nogal een echte foto.,1,,1,,1,,0,Rimpels en contour.,12:24:00,Nee,3,4,6,736,744,8
138,80,51,Vrouw,HBO,Communicatie ,Nee,3,3,4,Teksten genereren (ChatGPT),2,12:18:00,1,,1,,1,,0,"Niet realistisch, ziet er uit als twee samengevoegde foto's ",1,,1,,1,,1,,0,Geen mensen aanwezig terwijl het toch een stadse omgeving is ,0,"Of de belichting is heel vreemd, lijken beetje op poppen hier",1,,1,,0,Lijkt alsof mensen niet echt zijn. Maar lastig te zien doordat afbeelding lage resolutie is,1,,1,,0,"Onvolledige gezichten, personen die alle kanten op kijken, afgekapt kapsels",1,,0,Hand van Poetin klopt niet,0,Personages kloppen niet,1,,1,,0,Handen van de heer in midden,1,,1,,1,,1,,1,,0,Ha ha ha,1,,0,Belichting ,12:35:00,Nee,3,4,4,738,755,17
139,87,18,Man,HBO,Toegepaste Wiskunde ,Ja,4,3,2,Teksten genereren (ChatGPT),3,12:40:00,1,,1,,0,Dit is een onrealistische foto want natuurlijk zouden er niet 3 kinderen perfect van elkaar verspreid naar een tank toe lopen en kijken.,1,,0,Hij ziet er realistisch uit maar toch geloof ik dat het nep is omdat omdat alles zicht te veel “herhaalt” en er niet genoeg diversiteit is in de kleuren en het licht,1,,1,,1,,1,,0,Dit is een onrealistische scenario en er is te zien aan de contrasten van de gezichten dat het niet echt is ,1,,1,,0,"Het ligt bij deze foto het meest aan de kleuren en de contrasten, ze geven een onnatuurlijk gevoel ",1,,1,,0,Deze noem ik nep puur op gevoel ,0,De kleuren lijken een beetje onnatuurlijk ,0,Het is te zien aan de schaduwen hier,0,Het licht laat het niet natuurlijk overkomen en daarom geloof ik dat het nep is,1,,1,,0,Onrealistisch scenario en kleuren lijken vreemd,1,,0,Weer aan de kleuren en het licht te zien dat het er niet “echt” uitziet,1,,1,,1,,0,De contrasten en de schaduwen maken duidelijk dat het niet echt js,1,,0,De kleuren die gebruikt zijn zijn niet natuurlijk en het lijkt ook niet echt alsof het licht van de zon afkomt,12:50:00,Nee,4,2,7,760,770,10
140,90,18,Man,Middelbare school,economie ,Nee,3,2,4,Teksten genereren (ChatGPT),5,13:08:00,1,,0,lijkt nep,0,de tank ziet er niet echt uit. schaduw niet overal het zelfde,1,,0,licht in achtergrond is raar en de handen ook,1,,0,handen zijn nep,0,letters en cijfers op andere borden zien er raar uit,0,ramen in gebouwen zijn niet altijd gelijk,1,oren zien er raar uit,1,,1,,0,links onder ziet er raar uit,1,,1,,0,gezichten zien er misvormd uit als je er op let,1,,0,vingers en oren zien er nep uit,0,anatomy op sommigen lichamen ziet er raar uit,1,,1,,0,wilders zijn oren zien er nep uit,1,,0,vrouw ziet er onnatuurlijk uit (handen vooral),1,,1,,0,afval ziet er nep uit,0,meerdere keten zelfde persoon en het legers uniform ziet er raar uit met de badges ,1,,0,ze pistool ziet er nep uit ,13:23:00,Nee,4,2,9,788,803,15
141,73,19,Man,HBO,Toegepaste Biologie,Nee,2,2,1,Teksten genereren (ChatGPT),4,13:41:00,1,,0,Het ziet er onnatuurlijk uit,0,De tank ziet er te 3d achtig uit,1,,0,De menswn zien er onnatuurlijk uit,1,,0,Die handen zien er niet echt uit,1,,1,,0,Het is duidelijk te zien dat de foto bewerkt is,1,,1,,1,,1,,1,,1,,1,,0,Ze zien er nep uit,1,,1,,1,,0,Er is duidelijk te zien dat het nep is,0,Het lijkt nep ,1,,1,,1,,1,,0,Er staat meerdere keren dezelfde persoon oo,1,Deze foto ziet er nep uit,0,Hij ziet er echt nep uit,13:45:00,Nee,2,3,6,821,825,4
142,97,21,Vrouw,Universitair,Rechtsgeleerdheid,Nee,2,2,1,Niet van toepassing,4,13:57:00,1,,0,De containers lijken misvormd,0,Misvormde handen,1,,0,Misvormde arm,1,,0,Misvormde hand,1,,0,Het lijkt alsof er meerdere afbeeldingen over elkaar heen zijn geplaatst,0,"Ziet er heel cartoonachtig uit, Obama's hand is misvormd en Biden en Trump lijken te veel op elkaar",1,,1,,0,Mensen lijken meerdere hoofden te hebben,1,,1,,0,Misvormde hoofden,1,,0,Cartoonachtige,0,Disproportionele lichamen,1,,1,,0,Cartoonachtig,1,,0,Handen en ogen van de vrouw met niqab zijn blurred,1,,1,,0,Er steekt en lichaam uit de man met de bordeaux jas,0,Misvormde handen,1,,0,Cartoonachtig en misvormde gezicht,14:05:00,Nee,5,3,8,837,845,8
143,77,22,Vrouw,Universitair,crisis and security management & midden oosten studies,Nee,4,3,3,Teksten genereren (ChatGPT),4,15:13:00,1,,0,,0,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,15:17:00,Nee,2,3,5,913,917,4
144,83,20,Man,Universitair,Cs,Ja,4,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,15:30:00,1,,0,,0,Het lijkt alsof het getekend is,0,Biden ziet hier raar uit,0,,1,,1,,1,,0,Het detail mist bij de gebouwen ,0,Het lijkt getekend ,1,,0,,0,De kleuren zijn nep,1,,1,,0,De mensen zijn raar ,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,15:37:00,Nee,3,4,5,930,937,7
145,67,21,Man,HBO,Gezondheidszorg ,Nee,2,2,1,Teksten genereren (ChatGPT),3,15:41:00,1,,0,Basale overview van de afbeelding,0,De tank voelt nep aan,1,,1,,1,,0,Gezicht van de militair,1,,0,,1,Niet echt ,1,,0,,1,,1,,0,,1,,1,,0,Kwaliteit van de foto,0,Kwaliteit van de foto,1,,1,,1,Gezichten van de personen,1,,1,,1,,1,,1,,0,Gezichten van de personen,1,,0,Kwaliteit van de foto’s ,15:48:00,Ja,1,4,6,941,948,7
147,90,22,Vrouw,Universitair,"Kunstmatige intelligentie, rechtsgeleerdheid",Ja,4,4,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,16:05:00,1,,1,,0,Materie is licht geblurred/soft,1,,0,Geen idee ligt misschien aan de blur,1,,0,Hand ziet er raar uit?,1,,0,De weg voelt raar,0,Geblurred/soft en hyperrealistisch,1,,1,,1,Voelt als zee van hoofden,1,,1,,0,Hoofden zijn raar,1,,0,Te soft,1,Zou nep kunnen zijn maar slechte kwaliteit foto dus idk,1,,1,,0,Te soft,1,,0,Idk handen?,1,,1,,1,,0,Blur,1,,0,Blur en hyperrealism,16:13:00,Nee,3,3,7,965,973,8
149,97,24,Vrouw,HBO,Tattoo artist,Nee,4,1,2,Teksten genereren (ChatGPT),5,16:41:00,1,,0,te blokkerig,0,ziet er door de goede kwaliteit uit als een game,1,,0,de glans maakt t nep,1,,0,oog van de kat,1,,0,wegen zien er niet logisch uit,0,glans,1,,1,,0,hoe kleiner hoe minder 'echt',1,,1,,0,huizen zijn te gepoleist,1,,0,glans,0,de blur,1,,1,,0,de glans,1,,0,blur,1,,1,,0,blur,0,de glans,1,,0,glans,16:48:00,Ja,4,3,10,1001,1008,7
150,77,23,Man,MBO,Sales,Nee,1,2,1,Niet van toepassing,3,16:52:00,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,17:07:00,Nee,3,3,8,1012,1027,15
151,57,50,Vrouw,HBO,Hospitality Business School ,Ja,4,5,4,"Teksten reviewen & verbeteren, powerpoints maken, voice over genereren, afbeeldingen creëren, nieuwsbrieven schrijven (draft versie), etc.",1,18:45:00,1,,1,,0,Te gemaakt/toevallig,0,Onwaarschijnlijk ,1,,0,Gezicht te clean,1,,1,,1,,0,Haar,0,Te vredig ,0,Onwaarschijnlijk ,0,Veel mensen ,0,Tractor ziet er wel heel goed uit,1,,0,Veel mensen ,1,,0,Geen schaduw,1,,0,Taal,1,,0,Volgens mij hebben ze elkaar nooit ontmoet ,1,,1,,0,Zoet er at random uit,1,,1,,0,Allemaal dezelfde ,1,,0,Lijkt me niet een hele handige actie van hem,18:54:00,Nee,3,3,1,1125,1134,9
152,90,20,Man,Universitair,Psychologie,Nee,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,19:31:00,1,,1,,0,"Onrealistische scene, verlichting ligt net verkeerd",1,,0,"Gezichten kloppen niet volledig, de camera blur is ook net verkeerd",1,,0,"Vingers zitten te ver uit elkaar, de foto voelt te ""smooth"" ofzo",1,,0,"Huizen en wegen zijn apart schuin, maar dat kan ook aan de grond waarop het gebouwd is liggen",0,"Licht is raar, huid lijkt cartoonachtig",1,,0,Onrealistische scene,0,De mesnen zijn te uniform (weinig variatie),1,,1,,0,"Verlichting is net raar, mensen hebben ook iets aparts",1,,0,Cartoonachtige huid en aparte verlichting,1,,1,,1,,0,"Onrealistische scene, cartoonachtige huid en rare verlichting",1,,0,Rare verlichting,1,,1,,1,,0,Onrealistische scene en cartoonachtige huid,1,,0,Cartoonachtige huid,19:40:00,Nee,3,3,8,1171,1180,9
153,53,54,Vrouw,MBO,Kapster,Nee,1,1,1,Niet van toepassing,2,19:56:00,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,0,,0,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,20:00:00,Nee,3,4,4,1196,1200,4
154,57,52,Vrouw,MBO,Grafisch,Nee,1,1,1,Niet van toepassing,1,20:30:00,1,,1,,1,,0,Vinger in mond,1,,1,,1,,0,Tekst is leesbaar voor de maker vd foto niet waarvoor het bedoeld is,1,,0,Alles ziet er nep uit,1,,0,Biden is tegen wapens,0,Veels te veel mensen opelkaar,1,,1,,1,,1,,0,Merkel en poetin?,1,,1,,1,,0,Alles is nep,1,,1,,0,Lachende kinderen,0,Trump met hand op schouder ,1,,0,Teveel poetins,1,,0,Bewerkt,20:37:00,Ja,3,4,5,1230,1237,7
155,77,22,Vrouw,MBO,Sport en beweging,Nee,1,3,1,Niet van toepassing,3,21:59:00,1,,0,Kleirverschil in bovenste deel,0,,0,,1,,1,,0,,1,,0,,0,,1,,0,,0,,0,,1,,0,,1,,0,,0,,1,,1,,0,,0,,0,,1,,1,,1,,0,,1,,0,,22:02:00,Nee,3,2,7,1319,1322,3
157,60,51,Vrouw,Middelbare school,Yoga/lichaamswerker,Nee,1,2,1,Niet van toepassing,4,7:04:00,0,Handen lijken lichter dan het hoofd,0,Kleurverschillen1 kant in vergelijking met de andere ,1,,1,,1,,1,,0,Rare handen ,1,,1,,0,Rare grimas gek licht ,0,Kleuren te helder,1,Het zal vast nep 🤪,1,,0,Onderkant vaag,1,,1,,1,,0,Alsof het hoofd van puttin erop is gezet,1,,1,,1,,0,Geen expressie,1,,1,,1,,1,,1,,0,Zit geen leven in ,1,,0,Alsof ie erin is geplakt ,7:14:00,Nee,1,4,3,424,434,10
158,50,62,Vrouw,HBO,Paramedisch,Nee,2,3,1,Niet van toepassing,3,12:22:00,1,,0,Lijkt copy/ paste,0,Tank is raar kinderen te scherp,0,Scherp/ onscherp is teveel te raar beeld,1,,0,Klopt niet,1,,0,Houd bord raar vast,1,,0,Onnatuurlijke gezichten,1,,0,Kijkt niet wat hij doet houd raar vast,0,Te vaag,1,,1,,0,Klopt niet in de verte,1,,0,Te netjes,1,,1,,0,Rechter persoon houd bord raar vast,0,Rare hoofden kan ook echt zijn😂,0,Weet niet lijkt niet goed,1,,0,Te vrolijk,1,,1,,0,2 poetins?,0,Scherp onscherp klopt niet,0,Raar,12:34:00,Nee,2,3,7,742,754,12
159,73,23,Vrouw,HBO,Logistics ,Ja,3,4,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,16:16:00,1,,1,,0,Poppetjes,0,Vingers,1,,1,,1,,1,,1,,0,Gezichten,1,,0,Ogen,0,,1,,0,Hoofd,0,Gebouw,1,,0,Smoothness,0,Achtergrond,1,,1,,0,Smoothness,1,,1,,1,,1,,1,,0,Alle 4 putin,1,,0,Gezicht,16:23:00,Ja,3,3,8,976,983,7
160,57,52,Vrouw,HBO,Adviseur ,Nee,4,4,4,Teksten genereren (ChatGPT),4,17:17:00,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,Wilders heeft nog nooit kennis gemaakt met Trump,0,,1,,0,,1,,1,,1,,1,,0,..,17:20:00,Ja,3,4,9,1037,1040,3
161,73,58,Man,Universitair,Communicatiewetenschappen,Nee,1,1,1,Niet van toepassing,2,17:15:00,1,,0,kleuren,0,schaduw,1,,1,,1,,1,,0,te gestyleerd,1,,0,onnatuurlijk,1,,0,vreemde houding,0,perspectief,1,,0,gezichtsuitdrukking,0,perspectief,1,,0,gezichtsuitdrukking,0,te wazig,1,,1,,0,gezichten,1,,1,,1,,1,,0,horizon vreemd,0,gelukkig maar 1 Poetin op de wereld!,1,,0,dirty Harry bestaat niet,17:24:00,Nee,2,4,6,1035,1044,9
162,43,58,Vrouw,HBO,Gespecialiseerd verpleegkundige ,Nee,3,1,1,Niet van toepassing,1,17:45:00,1,,0,Licht ,1,,0,Gekunsteld ,1,,1,,1,,0,Gokje ,1,,0,Te toevallig ,0,?,0,Bedacht ,1,,1,,0,Denk ik,1,,1,,0,Gezicht van Poetin ,1,,1,,1,,0,Niet kloppend ,1,,1,,1,,0,?,1,,1,,1,,0,Weet het echt niet ,18:10:00,Nee,1,5,3,1065,1090,25
163,90,18,Vrouw,Universitair,Biomedische wetenschappen ,Nee,2,2,3,Fouten zoeken in R scripten,4,19:38:00,0,"Rechtsboven lijkt niet helemaal in de foto te passen, andere bomen",1,,0,Alle drie de jongentjes hebben dezelfde houding,1,,0,Meisjes hebben ogen dicht en hand van voorste meisje lijkt een gekke positie te hebben,1,,0,Alles lijkt te glad,1,,1,,0,Huid ziet er gek uit,1,,1,,0,Mensen lijken een brei te worden in de verte,1,,1,,0,Aan de linkerkant zijn hele vage gezichten te zien,1,,0,Verhoudingen kloppen niet,0,Figuren lijken niet te kloppen,1,,1,,1,Huid en gezichtsuitdrukkingen kloppen niet,1,,0,Deze is heel lastig ,1,,1,,0,De mensen kloppen niet,0,Meerdere keren putin,1,,0,Huid klopt niet,19:55:00,Nee,3,4,8,1178,1195,17
164,83,23,Man,Universitair,Psychologie,Nee,4,4,5,Teksten genereren (ChatGPT),4,19:40:00,1,,0,veel vlakken lijken te effen,0,delen van het metaal van de tank lijken wel verwrongen en de schaduwen kloppen geloof ik niet helemaal.,1,,0,de handen van de op een na voorste vrouw kloppen niet helemaal en de naaimachines ijn niet even lang of even ver van elkaar af,1,,1,,1,,0,Het lijkt te veel op een Escher print,0,de structuur van de gezichten,1,,1,,0,de mensenmassa is te monochroom,1,,1,,1,geen enkel gezicht klopt helemaal,1,,0,"De texturen kloppen niet helemaal, Putin ziet eruit alsof hij gesmolten is in de magnetron",1,,1,,1,,0,texturen,1,,0,"moeilijk te zeggen, de focus lijkt willekeurig te variëren",1,,1,,1,,0,de texturen weer. Ook zijn er twee Putins,1,,0,de texturen. Ook is dat een big ass pistool,19:57:00,Nee,3,3,8,1180,1197,17
165,53,53,Man,Universitair,IT Risk & Security ,Ja,3,2,2,"Teksten genereren (ChatGPT), Gesprek aangaan",2,20:16:00,1,,0,Veel kopieën ,0,Onvoorstelbaarf,0,Rare arm,1,,1,,1,,1,,0,Rare opbouw ,0,Obama ouder gemaakt,0,Rare kleuren,0,Biden houdt het pistool zo raar vast,0,Rare kleur ,0,Slechte foto,1,,1,,0,Rare kleuren combinaties ,0,Hoofd Putin raar ,1,,0,Twee talen,1,,0,Karikatuur ,0,Onvoorstelbaar ,0,Perspectief t,1,,1,,1,,0,Veel Putins en vinger door tafel,0,Oud president in huidige tijd,0,Getekend,20:29:00,Nee,2,4,6,1216,1229,13
166,87,50,Vrouw,HBO,Hospitality Industry,Nee,3,3,3,Teksten genereren (ChatGPT),3,20:51:00,1,,1,,0,Schaduw klopt niet,0,Gezichtsuitdrukking klopt niet bij de actie,0,Handen voorste vrouw kloppen niet,1,,1,,1,,1,,0,Huid,1,,1,,0,Rode vlekken te regelmatig ,0,"Lichtval
",1,,0,Vlaggen te veel op één lijn,1,,0,Hoofd Putin,0,Schaduw,1,,1,,0,Ze zien er uit als poppen,1,,0,Verkeerde voet voor,1,,1,,0,Vuil te plaatselijk en personen op achtergrond te vaag,0,Gezicht pruimen weerspiegeling in de tafel,1,,0,Zelfde onnatuurlijke huid,21:05:00,Nee,2,4,7,1251,1265,14
167,53,82,Vrouw,Universitair,sociologie / communicatieonderzoek,Nee,1,2,1,Niet van toepassing,2,21:01:00,1,,1,,0,alleen tank is echt in focus,0,situatie  past niet ,0,ken geen mensen zie zo achter de naaimachine zitten,1,,1,,0,compilatie doet vreemd aan,1,,0,gezichten en contrasten in huid hebben iets cartoonachtigs ,0,vlaggen wapperen in verschillende richtingen,0,situatie en het gezicht dat Biden er bij trekt,1,,0,aanbrengen van de oranje kleurvelden,1,,1,,0,de sprong van de man lijkt geen mogelijk vertrekpunt te hebben,0,"geretoucheerd, of het AI is weet ik niet",1,,1,,1,,0,Kan me niet herinneren dat die elkaar zo echt de hand hebben geschud,1,,1,,0,ze lachen in een niet lachwaardige situatie,1,,1,,0,te veel Poetin achtigen,1,,0,"Een namaak situatie, maar of dit door AI of andere techniek is geconstrueerd kan ik niet zien",21:13:00,Nee,3,3,4,1261,1273,12
169,67,48,Vrouw,HBO,Leerkracht basisonderwijs ,Nee,1,2,1,Niet van toepassing,3,21:19:00,0,Waar de mensen staan,1,,1,,0,2 e persoon ernaast geplakt,1,,1,,1,,1,,1,,0,Gezichten huid niet normaal,1,,0,Pistool in handen klopt niet,0,Stroom v mensen,1,,1,,0,Mensen in straat,1,,0,Hoofd man,1,,1,,1,,0,Hoofden,1,,1,,1,,1,,1,,0,Hoofden,1,,0,Hoofd,21:32:00,Nee,2,4,8,1279,1292,13
171,37,78,Vrouw,HBO,Onderwijs,Nee,1,2,1,Niet van toepassing,2,21:43:00,0,Lachend gezicht bij grimmige actie,1,,0,Afgekeken van Chinese plein,0,Onnatuurlijke houding arm,1,,1,,0,Hand niet aaiend,1,,1,,0,Waarom zou Obama met Trump op de dit gaan!,0,Niet op hetzelfde moment,0,Boden is tegen wapens,1,,0,Groot meer,1,,1,,0,Man midden boven,1,,1,,0,Lantaarnpaal,1,,0,Hebben elkaar nooit ontmoet,0,Onnatuurlijke houdingen onnatuurlijke reacties bij toeschouwers,1,,0,Te vrolijke gezichten,0,Obama en Biden te vriendelijk,1,,1,,1,,0,Deugt niet bij image,22:05:00,Ja,1,4,5,1303,1325,22
172,73,20,Vrouw,Universitair,Communicatie ,Nee,4,3,3,Teksten genereren (ChatGPT),2,12:38:00,1,,1,,1,,0,De volwassen man die aan vingers van een vrouw zuigt in een publieke situatie?,0,Ziet er een gemaakt uit?,1,,1,,1,,1,,0,De cartoonachtige stijl die de foto uitbeeld,1,,1,,0,Ziet er uit alsof het getekend kan zijn ,1,,1,,0,De kleuren zijn misschien relatief fel? Weet het niet zo zeker bij deze,1,,0,De foto lijkt cartoonachtig,1,,1,,1,,0,Cartoonachtige/schilderachtige stijl,1,,1,,1,,1,,1,,0,Putin staat er 2/3? Keer in,0,,0,Weer een hele cartoonachtige stijl,12:48:00,Ja,3,2,7,758,768,10
173,83,23,Man,Universitair,Informatiekunde,Ja,5,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,15:16:00,1,,1,,0,Er zit een soort waas achter,1,,1,,1,,0,Er zijn te veel vingers aan de hand,1,,1,,0,Gezichtvormen,1,,1,,0,De gebouwen zien er gek uit,1,,1,,0,De bomen zweven en de gezichten kloppen niet,1,,0,Het gezicht klopt niet,1,,1,,1,,0,,1,,1,,1,,1,,1,,0,De vingers kloppen niet en de gezichten kloppen niet,1,,0,Er hangt zo'n waas over de foto,15:25:00,Ja,2,4,6,916,925,9
174,87,28,Vrouw,Universitair,Business administration,Nee,2,3,1,Niet van toepassing,3,18:26:00,1,,0,Kleurgebruik,0,Tank ziet er niet helemaal echt uit,1,,0,Door scherpte/onscherp verschil,1,,0,Scherpte ,1,,0,Door de lagen ,0,Lijkt wel een cartoon,1,,0,Houding/manier waarop hij het voorwerp vasthoudt,0,Kleurgebruik ,1,,1,,0,Gebouwen ,1,,0,Lijkt op een cartoon door kleurgebruik en te sterk contrast.,0,Door de onscherpte/blur,1,,0,Kleurgebruik ,0,Cartoon/kleur/teveel contrast,1,,0,Onscherpte/blur,1,,1,,1,,0,Cartoon/2x Putin lijkt wel,1,,0,Cartoon/kleur/teveel contrast,18:35:00,Nee,4,4,7,1106,1115,9
175,83,24,Man,HBO,Bos- en Natuurbeheer ,Ja,3,3,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,18:12:00,0,De belichting op het gezicht van de middelste persoon,0,De schaduwen komen niet met mekaar overeen ,0,De silhouetten lijken te strak,1,,1,,1,,0,De hand en het oog van de kat lijken onnatuurlijk gevormd ,1,,0,Er vind een herhalend patroon plaats in de afbeelding ,0,De gezicht textuur en belichting kloppen niet,0,De vlaggen lijken zich raar te gedragen ,1,,0,De mensenmassa is te wazig en regelmatig ,1,,1,,0,De mensenmassa is te regelmatig ,1,,0,Belichting en gezicht textuur ,0,Zie herhalende patronen ,1,,1,,0,Onrealistische belichting ,1,,0,De belichting en de sandaal lijken niet te kloppen,1,,1,,1,,0,Belichting+ meerdere Putin's aan één tavel,1,,0,Belichting en gezicht ,18:40:00,Ja,3,3,8,1092,1120,28
176,87,35,Vrouw,MBO,Horeca,Ja,3,3,1,Niet van toepassing,4,18:23:00,1,,0,De huisjes in de verte lijken uit een videogame te komen,1,Maar met veel filters!,1,,1,,1,,0,Vingers in de linker hand,1,,0,Nep of heel onscherp,0,"Zo zien die mensen er niet uit, trump zou echt kunnen zijn maar biden en obama sowiezo niet!",1,,1,Maar hij heeft wel een heel vage blik.,0,Deze is heel lastig omdat je bijna geen details kunt onderscheiden. Ik denk te zien dat de stoet heel abrupt ophoud en daarna ineens weer verder gaat. Hierdoor en de onscherpte ben ik geneigd nep te zeggen,1,,1,Als deze wel nep is is dat heeeel knap gedaan!,0,De gezichten lijken op de hoofden geplakt te zijn.,1,,0,Te scherp contrast en de vinger van putin.,0,"De situatie is echt de foto niet, ik denk dit omdat hij te wazig is. Op een echte foto zou je naar mijn idee bij de 2 gedaantes rechts onderin meer details moeten kunnen onderscheiden.",1,,1,,0,"Het lijkt een cartoon, te scherpe randen.",1,,0,"Of ze heeft een lelijke verwonding aan haar linker oog, voor de kijkers rechts.",1,,1,,1,,0,"Vingers, blik in de ogen.",1,,0,"Heel heftig ""litteken"" op zijn linker voorhoofd. (Kijkers rechts)",18:40:00,Nee,4,4,8,1103,1120,17
177,63,28,Vrouw,Middelbare school,HR,Nee,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,18:44:00,1,,0,Alles is zo klein,0,Zijkanten ,0,Vervorming hand ,1,,1,,1,,1,,0,,0,,1,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,18:47:00,Nee,3,4,4,1124,1127,3
179,70,28,Man,HBO,Voeding en diëtetiek ,Nee,3,3,2,Teksten genereren (ChatGPT),4,18:59:00,1,,0,De details lijken nogal vaag,0,De ruimte rondom de tank ziet er niet echt uit,1,,0,De overgang tussen focus en niet focus lijkt niet te kloppen,1,,1,,1,,1,,0,De gezichten komen nep over,1,,1,,1,,0,De kleuren in de afbeelding geven het een minder echt gevoel ,1,,1,,1,,0,De gezichten zien er plastic uit,1,,1,,1,,0,Het lijkt net een cartoon tekening,1,,0,Er lijkt een soort waas over de foto te zitten,1,,1,,1,,1,,1,,0,Het lijkt weer een cartoon achtige foto,19:06:00,Nee,3,4,7,1139,1146,7
180,70,32,Vrouw,HBO,Pedagogiek,Nee,3,2,1,Niet van toepassing,2,19:03:00,1,De vrouw met zwarte schoenen staat raar,1,,1,,0,De vinger in de mond ziet er onnatuurlijk uit,0,De hand van de 2e vrouw klopt volgens mij niet,1,,0,De hand heeft te veel vingers ,0,De vrouw heeft het bord verkeerde om vast,1,,0,De gezichten en handen kloppen niet,1,,0,Hand klopt niet,0,Te veel van hetzelfde,1,,0,Handen kloppen niet,0,Vlaggen kijken te veel op elkaar,1,,0,Gezicht klopt niet en handen ook niet,0,Persoon in witte hemd is niet in verhouding ,1,,1,,0,Handen en gezichten kloppen niet,1,,1,,1,,1,,1,,0,Handen en gezichten ,0,Arm achter bij de paal,0,Gezicht lijkt van plastic ,19:18:00,Ja,3,4,5,1143,1158,15
181,57,28,Vrouw,HBO,Pedagogisch Hulpverlener,Nee,2,1,1,Niet van toepassing,4,19:15:00,0,De hand rechts ziet er nep uit.,1,,1,,0,Lichtinval ,1,,1,,0,Lichtinval,1,,0,Verhoudingen,0,Schaduwen op de gezichten.,1,,0,Positie hand rechts,0,Te dicht op elkaar,1,,1,,0,Door de vlaggen en posities,0,Bak lijkt te vliegen,0,Lichtinval,1,,1,,0,Mensen lijken geplakt,0,Lichtinval en lijkt getekend,0,Voorstanders te vaag,1,,1,,0,De situatie ,1,,0,Licht en ,0,Lichtverschil,0,Te veel contrast,19:25:00,Ja,2,4,5,1155,1165,10
